Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Date,,,,,,,,,,,,,,,,,,
2018-01-22,41.53922653198242,57.44901657104492,84.552490234375,44.25,57.79050064086914,91.61000061035156,44.44499969482422,57.99399948120117,91.62000274658203,44.150001525878906,56.75550079345703,89.73999786376953,44.32500076293945,56.8745002746582,90.0,108434400,32360000,23601600
2018-01-23,41.548622131347656,58.15283203125,84.82013702392578,44.2599983215332,58.49850082397461,91.9000015258789,44.86000061035156,58.58134841918945,92.30000305175781,44.20500183105469,57.9375,91.54000091552734,44.32500076293945,57.99250030517578,91.9000015258789,130756400,26662000,23412800
2018-01-24,40.886810302734375,57.86802673339844,84.74632263183594,43.55500030517578,58.21200180053711,91.81999969482422,44.32500076293945,58.99300003051758,93.43000030517578,43.29999923706055,58.0525016784668,91.58000183105469,44.3125,58.86650085449219,92.55000305175781,204420400,28332000,33277500
2018-01-25,40.156944274902344,58.17271423339844,85.2170181274414,42.77750015258789,58.51850128173828,92.33000183105469,43.73749923706055,58.797000885009766,93.23999786376953,42.63249969482422,58.13800048828125,91.93000030517578,43.627498626708984,58.62649917602539,92.47000122070312,166116000,29610000,26383200
2018-01-26,40.25080871582031,58.44459533691406,86.81373596191406,42.877498626708984,58.79199981689453,94.05999755859375,43.0,58.79199981689453,94.05999755859375,42.51499938964844,57.90549850463867,92.58000183105469,43.0,58.75400161743164,93.12000274658203,156572000,40376000,29172200
2018-01-29,39.41769027709961,58.43167495727539,86.6845474243164,41.9900016784668,58.77899932861328,93.91999816894531,42.540000915527344,59.34450149536133,95.44999694824219,41.76750183105469,58.5989990234375,93.72000122070312,42.540000915527344,58.82400131225586,95.13999938964844,202561600,27578000,31569900
2018-01-30,39.18534469604492,57.84069061279297,85.59544372558594,41.74250030517578,58.18450164794922,92.73999786376953,41.842498779296875,58.82600021362305,93.66000366210938,41.17499923706055,58.17599868774414,92.0999984741211,41.38249969482422,58.39149856567383,93.30000305175781,184192800,31126000,38635100
2018-01-31,39.293296813964844,58.15134048461914,87.6905517578125,41.85749816894531,58.49700164794922,95.01000213623047,42.11000061035156,58.650001525878906,95.4000015258789,41.625,57.95650100708008,93.51000213623047,41.717498779296875,58.528499603271484,93.75,129915600,30774000,48756300
2018-02-01,39.37544631958008,58.040000915527344,86.99835968017578,41.94499969482422,58.3849983215332,94.26000213623047,42.154998779296875,58.70000076293945,96.06999969482422,41.689998626708984,57.875999450683594,93.58000183105469,41.79249954223633,58.13050079345703,94.79000091552734,188923200,48242000,47227900
2018-02-02,37.66693878173828,55.2664909362793,84.70938110351562,40.125,55.595001220703125,91.77999877929688,41.70000076293945,56.153499603271484,93.97000122070312,40.025001525878906,55.36389923095703,91.5,41.5,56.099998474121094,93.63999938964844,346375200,97158000,47867800
2018-02-05,36.72583770751953,52.47806167602539,81.22061157226562,39.122501373291016,52.790000915527344,88.0,40.970001220703125,55.5,93.23999786376953,39.0,52.60150146484375,88.0,39.775001525878906,54.529998779296875,90.55999755859375,290954000,75966000,51031500
2018-02-06,38.26068115234375,53.710731506347656,84.2940673828125,40.75749969482422,54.029998779296875,91.33000183105469,40.93000030517578,54.08549880981445,91.4800033569336,38.5,51.1568489074707,85.25,38.70750045776367,51.35900115966797,86.88999938964844,272975200,68960000,67998600
2018-02-07,37.44163131713867,52.11919403076172,82.7065658569336,39.8849983215332,52.42900085449219,89.61000061035156,40.849998474121094,54.0890007019043,91.7699966430664,39.76750183105469,52.41299819946289,89.19999694824219,40.772499084472656,54.07699966430664,90.48999786376953,206434400,47384000,41107600
2018-02-08,36.41136932373047,49.78009796142578,78.46095275878906,38.787498474121094,50.07600021362305,85.01000213623047,40.25,52.930999755859375,89.87999725341797,38.75749969482422,50.03300094604492,84.76000213623047,40.0724983215332,52.77050018310547,89.70999908447266,217562000,57182000,55628700
2018-02-09,36.856727600097656,51.58238983154297,81.38673400878906,39.102500915527344,51.888999938964844,88.18000030517578,39.47249984741211,52.19850158691406,88.93000030517578,37.560001373291016,49.62799835205078,83.83000183105469,39.26750183105469,50.86249923706055,86.30000305175781,282690400,70118000,63499100
2018-02-12,38.34128189086914,52.28620529174805,82.2635269165039,40.6775016784668,52.59700012207031,89.12999725341797,40.97249984741211,53.07500076293945,89.77999877929688,39.377498626708984,52.0463981628418,87.93000030517578,39.625,52.400001525878906,88.73999786376953,243278000,41154000,35720300
2018-02-13,38.72536849975586,52.29415512084961,82.90962219238281,41.084999084472656,52.60499954223633,89.83000183105469,41.1875,52.91849899291992,90.0,40.412498474121094,52.204349517822266,87.80000305175781,40.48749923706055,52.25,88.93000030517578,130196800,25302000,26407700
2018-02-14,39.43935775756836,53.1689567565918,84.20780944824219,41.842498779296875,53.48500061035156,90.80999755859375,41.8849983215332,53.58599853515625,90.98999786376953,40.720001220703125,52.337501525878906,88.41000366210938,40.7599983215332,52.4474983215332,88.51000213623047,162579600,31116000,34960900
2018-02-15,40.763668060302734,54.15410232543945,85.9233169555664,43.247501373291016,54.47600173950195,92.66000366210938,43.272499084472656,54.573951721191406,92.72000122070312,42.25,53.21699905395508,90.62000274658203,42.4474983215332,53.95349884033203,91.20999908447266,204588800,36868000,27823900
2018-02-16,40.631710052490234,54.41653823852539,85.31132507324219,43.10749816894531,54.7400016784668,92.0,43.70500183105469,55.23350143432617,93.5,42.942501068115234,54.4156494140625,91.80000305175781,43.09000015258789,54.420501708984375,92.44999694824219,160704400,33590000,30596900
2018-02-20,40.49504089355469,54.797279357910156,85.97895812988281,42.962501525878906,55.12300109863281,92.72000122070312,43.564998626708984,55.6974983215332,93.05999755859375,42.85499954223633,54.42599868774414,91.01000213623047,43.01250076293945,54.528499603271484,91.4800033569336,135722000,28462000,30911700
2018-02-21,40.311241149902344,55.2386589050293,84.83837890625,42.76750183105469,55.56700134277344,91.48999786376953,43.529998779296875,56.69850158691406,93.36000061035156,42.752498626708984,55.31650161743164,91.48999786376953,43.20750045776367,55.32350158691406,92.9800033569336,149886400,30258000,26922500
2018-02-22,40.64820861816406,55.004547119140625,85.06092834472656,43.125,55.33150100708008,91.7300033569336,43.48749923706055,56.14099884033203,92.7300033569336,42.9275016784668,55.12950134277344,91.36000061035156,42.95000076293945,55.80950164794922,92.05000305175781,123967600,26344000,24392800
2018-02-23,41.35512924194336,56.006587982177734,87.2215576171875,43.875,56.339500427246094,94.05999755859375,43.912498474121094,56.36399841308594,94.06999969482422,43.3849983215332,55.23569869995117,92.36000061035156,43.41749954223633,55.63199996948242,93.5999984741211,135249600,25220000,26329200
2018-02-26,42.17280960083008,56.849578857421875,88.48267364501953,44.74250030517578,57.1875,95.41999816894531,44.84749984741211,57.198001861572266,95.44999694824219,44.0525016784668,56.33475112915039,94.25,44.087501525878906,56.38999938964844,94.4000015258789,152648800,31182000,30199800
2018-02-27,42.0361442565918,55.584102630615234,87.35136413574219,44.59749984741211,55.91450119018555,94.19999694824219,45.119998931884766,57.20199966430664,95.83999633789062,44.540000915527344,55.900001525878906,94.19999694824219,44.775001525878906,57.0620002746582,95.73999786376953,155712400,35482000,25869100
2018-02-28,41.97250747680664,54.91010284423828,86.95262908935547,44.529998779296875,55.23649978637695,93.7699966430664,45.154998779296875,56.37649917602539,95.70999908447266,44.51250076293945,55.1619987487793,93.62999725341797,44.814998626708984,56.1515007019043,94.83999633789062,151128400,37652000,31167300
2018-03-01,41.2373046875,53.160011291503906,86.0995101928711,43.75,53.47600173950195,92.8499984741211,44.94499969482422,55.50600051879883,94.56999969482422,43.165000915527344,53.35005187988281,91.83999633789062,44.6349983215332,55.39350128173828,93.98999786376953,195208000,50318000,37135600
2018-03-02,41.52242660522461,53.62723159790039,86.28498077392578,44.0525016784668,53.94599914550781,93.05000305175781,44.07500076293945,54.09994888305664,93.1500015258789,43.11249923706055,52.4057502746582,90.86000061035156,43.20000076293945,52.65399932861328,91.58000183105469,153816000,45432000,32830400
2018-03-05,41.66617965698242,54.224185943603516,86.83209228515625,44.20500183105469,54.54650115966797,93.63999938964844,44.435001373291016,54.85499954223633,94.2699966430664,43.630001068115234,53.45000076293945,92.26000213623047,43.8025016784668,53.75699996948242,92.33999633789062,113605600,24044000,23901600
2018-03-06,41.63083267211914,54.42945861816406,86.53534698486328,44.16749954223633,54.75299835205078,93.31999969482422,44.5625,55.092498779296875,94.48999786376953,44.032501220703125,54.48875045776367,92.94000244140625,44.477500915527344,54.96099853515625,94.33999633789062,95154000,30656000,22175800
2018-03-07,41.24437713623047,55.154151916503906,87.03609466552734,43.75749969482422,55.481998443603516,93.86000061035156,43.962501525878906,55.611000061035156,93.94000244140625,43.567501068115234,54.27410125732422,92.43000030517578,43.73500061035156,54.45949935913086,93.16000366210938,126814000,25850000,26716100
2018-03-08,41.69444274902344,55.96731948852539,87.56464385986328,44.23500061035156,56.29999923706055,94.43000030517578,44.279998779296875,56.380001068115234,95.0999984741211,43.76750183105469,55.63999938964844,93.7699966430664,43.869998931884766,55.76599884033203,94.2699966430664,95096400,27102000,25887800
2018-03-09,42.41080856323242,57.65925979614258,89.52125549316406,44.994998931884766,58.00199890136719,96.54000091552734,45.0,58.040000915527344,96.54000091552734,44.34749984741211,56.623050689697266,95.0,44.4900016784668,56.79999923706055,95.29000091552734,128740800,42560000,36937300
2018-03-12,42.820823669433594,57.88094711303711,89.73452758789062,45.43000030517578,58.224998474121094,96.7699966430664,45.59749984741211,58.852500915527344,97.20999908447266,45.0525016784668,57.87099838256836,96.04000091552734,45.0724983215332,58.192501068115234,96.5,128828400,43446000,26073700
2018-03-13,42.40845489501953,56.572227478027344,87.54609680175781,44.99250030517578,56.90850067138672,94.41000366210938,45.875,58.8380012512207,97.23999786376953,44.810001373291016,56.666500091552734,93.97000122070312,45.647499084472656,58.5,97.0,126774000,38144000,35387800
2018-03-14,42.04792022705078,57.134883880615234,87.02680969238281,44.61000061035156,57.4744987487793,93.8499984741211,45.130001068115234,57.929500579833984,95.41000366210938,44.45249938964844,57.071998596191406,93.5,45.08000183105469,57.260501861572266,95.12000274658203,117473600,25828000,32132000
2018-03-15,42.09740447998047,57.13935470581055,87.33281707763672,44.662498474121094,57.479000091552734,94.18000030517578,45.060001373291016,58.05400085449219,94.58000183105469,44.51750183105469,56.72700119018555,92.83000183105469,44.625,57.49800109863281,93.52999877929688,90975200,27908000,27611000
2018-03-16,41.948951721191406,56.45094680786133,87.72229766845703,44.505001068115234,56.7864990234375,94.5999984741211,44.779998779296875,57.79399871826172,95.37999725341797,44.404998779296875,56.597999572753906,93.91999816894531,44.662498474121094,57.707000732421875,94.68000030517578,157618800,61840000,49081300
2018-03-19,41.308013916015625,54.66605758666992,86.1365966796875,43.82500076293945,54.99100112915039,92.88999938964844,44.36750030517578,56.0994987487793,93.9000015258789,43.415000915527344,54.45050048828125,92.11000061035156,44.33000183105469,56.0004997253418,93.73999786376953,133787200,56118000,33344100
2018-03-20,41.29386520385742,54.56118392944336,86.3591537475586,43.810001373291016,54.885501861572266,93.12999725341797,44.20000076293945,55.2599983215332,93.7699966430664,43.73500061035156,54.17300033569336,93.0,43.810001373291016,54.95000076293945,93.05000305175781,78597600,36638000,23075200
2018-03-21,40.358360290527344,54.22169876098633,85.75643920898438,42.817501068115234,54.54399871826172,92.4800033569336,43.772499084472656,55.314998626708984,94.05000305175781,42.814998626708984,54.25749969482422,92.20999908447266,43.7599983215332,54.637001037597656,92.93000030517578,148219600,37578000,24457100
2018-03-22,39.78810119628906,52.144046783447266,83.2619857788086,42.212501525878906,52.45399856567383,89.79000091552734,43.16999816894531,54.14500045776367,91.75,42.150001525878906,52.295501708984375,89.66000366210938,42.5,54.09400177001953,91.2699966430664,165963200,53340000,38604700
2018-03-23,38.86675262451172,50.77667236328125,80.84175872802734,41.23500061035156,51.07849884033203,87.18000030517578,42.47999954223633,53.167999267578125,90.45999908447266,41.23500061035156,51.06100082397461,87.08000183105469,42.09749984741211,52.35150146484375,89.5,164115200,43134000,44068900
2018-03-26,40.71181869506836,52.349327087402344,86.96190643310547,43.192501068115234,52.660499572753906,93.77999877929688,43.275001525878906,52.78150177001953,94.0,41.61000061035156,50.41999816894531,90.4000015258789,42.01750183105469,52.29999923706055,90.61000061035156,150164800,53302000,56396800
2018-03-27,39.66793441772461,49.958045959472656,82.96527099609375,42.084999084472656,50.255001068115234,89.47000122070312,43.787498474121094,53.24195098876953,95.13999938964844,41.72999954223633,49.84600067138672,88.51000213623047,43.41999816894531,53.150001525878906,94.94000244140625,163690400,61906000,56569000
2018-03-28,39.229637145996094,49.93120193481445,82.89107513427734,41.619998931884766,50.22800064086914,89.38999938964844,42.505001068115234,51.21149826049805,91.2300033569336,41.29750061035156,49.03200149536133,88.87000274658203,41.8125,49.900001525878906,89.81999969482422,166674000,67386000,52501100
2018-03-29,39.535987854003906,51.28466033935547,84.63436126708984,41.94499969482422,51.589500427246094,91.2699966430664,42.9375,52.150001525878906,92.29000091552734,41.724998474121094,50.14500045776367,88.4000015258789,41.95249938964844,50.58150100708008,90.18000030517578,153594000,54536000,45867500
2018-04-02,39.276763916015625,50.02613830566406,82.08433532714844,41.66999816894531,50.32350158691406,88.5199966430664,42.23500061035156,51.7400016784668,90.87999725341797,41.11750030517578,49.51850128173828,87.51000213623047,41.65999984741211,51.14099884033203,90.47000122070312,150347200,53608000,48515400
2018-04-03,39.67971420288086,50.371089935302734,83.18779754638672,42.09749984741211,50.670501708984375,89.70999908447266,42.1875,51.04949951171875,90.05000305175781,41.220001220703125,49.70349884033203,87.88999938964844,41.90999984741211,50.695499420166016,89.58000183105469,121112000,45502000,37213800
2018-04-04,40.438480377197266,50.95412063598633,85.61732482910156,42.90250015258789,51.25699996948242,92.33000183105469,43.002498626708984,51.4359016418457,92.76000213623047,41.192501068115234,49.650001525878906,87.7300033569336,41.220001220703125,49.670501708984375,87.8499984741211,138422000,49694000,35560000
2018-04-05,40.718894958496094,51.086830139160156,85.66368103027344,43.20000076293945,51.390499114990234,92.37999725341797,43.557498931884766,52.13949966430664,93.06999969482422,43.02000045776367,51.00654983520508,91.4000015258789,43.14500045776367,52.06650161743164,92.44000244140625,107732800,27260000,29771900
2018-04-06,39.6773567199707,50.05447006225586,83.67000579833984,42.095001220703125,50.35200119018555,90.2300033569336,43.119998931884766,51.57099914550781,92.45999908447266,42.04999923706055,50.1515007019043,89.4800033569336,42.74250030517578,51.0,91.48999786376953,140021200,34928000,38026000
2018-04-09,40.07089614868164,50.47248077392578,84.17073822021484,42.51250076293945,50.772499084472656,90.7699966430664,43.272499084472656,51.97999954223633,93.16999816894531,42.462501525878906,50.70399856567383,90.62000274658203,42.470001220703125,50.84000015258789,91.04000091552734,116070800,35032000,31533900
2018-04-10,40.824928283691406,51.277198791503906,86.12733459472656,43.3125,51.582000732421875,92.87999725341797,43.5,51.81399917602539,93.27999877929688,42.88249969482422,50.56700134277344,91.63999938964844,43.25,51.321998596191406,92.38999938964844,113634400,39490000,26812000
2018-04-11,40.634063720703125,50.697147369384766,85.1814956665039,43.11000061035156,50.99850082397461,91.86000061035156,43.47999954223633,51.568199157714844,93.29000091552734,42.92499923706055,50.79349899291992,91.4800033569336,43.057498931884766,51.39950180053711,92.01000213623047,89726400,29678000,24872100
2018-04-12,41.03465270996094,51.320438385009766,86.77645874023438,43.53499984741211,51.6254997253418,93.58000183105469,43.75,52.03450012207031,94.16000366210938,43.2599983215332,51.07175064086914,92.43000030517578,43.352500915527344,51.25199890136719,92.43000030517578,91557200,27140000,26758900
2018-04-13,41.173683166503906,51.159400939941406,86.31278991699219,43.682498931884766,51.4635009765625,93.08000183105469,43.959999084472656,52.32099914550781,94.18000030517578,43.462501525878906,51.14899826049805,92.44000244140625,43.69499969482422,52.04399871826172,94.05000305175781,100497200,24460000,23346100
2018-04-16,41.4305419921875,51.592323303222656,87.32354736328125,43.95500183105469,51.89899826049805,94.16999816894531,44.04750061035156,52.1619987487793,94.66000366210938,43.70750045776367,51.33700180053711,93.41999816894531,43.75749969482422,51.849998474121094,94.06999969482422,86313600,24224000,20288100
2018-04-17,42.00078582763672,53.39064025878906,89.08541107177734,44.560001373291016,53.70800018310547,96.06999969482422,44.73500061035156,53.89400100708008,96.54000091552734,44.102500915527344,52.41299819946289,94.87999725341797,44.122501373291016,52.56850051879883,95.0,106421600,46406000,26771000
2018-04-18,41.90652084350586,53.287254333496094,89.42852020263672,44.459999084472656,53.604000091552734,96.44000244140625,44.70500183105469,53.871498107910156,96.72000122070312,44.220001220703125,53.311248779296875,95.5199966430664,44.45249938964844,53.871498107910156,96.22000122070312,83018000,26882000,21043300
2018-04-19,40.718894958496094,54.06364059448242,89.12250518798828,43.20000076293945,54.3849983215332,96.11000061035156,43.84749984741211,54.708248138427734,97.06999969482422,43.165000915527344,53.409000396728516,95.33999633789062,43.439998626708984,53.470001220703125,96.44000244140625,139235200,34954000,23552500
2018-04-20,39.0505485534668,53.33099365234375,88.09321594238281,41.43000030517578,53.64799880981445,95.0,42.80500030517578,54.61750030517578,96.11000061035156,41.35749816894531,53.47850036621094,94.05000305175781,42.650001525878906,54.099998474121094,95.91000366210938,261964400,37794000,31154400
2018-04-23,38.937442779541016,53.05712127685547,88.41776275634766,41.310001373291016,53.372501373291016,95.3499984741211,41.72999954223633,54.13600158691406,96.29000091552734,41.022499084472656,53.03499984741211,94.62999725341797,41.70750045776367,53.893001556396484,95.73999786376953,146062000,46826000,22331800
2018-04-24,38.395477294921875,50.6976432800293,86.34989929199219,40.73500061035156,50.999000549316406,93.12000274658203,41.58250045776367,52.849998474121094,96.47000122070312,40.30500030517578,50.52949905395508,92.41000366210938,41.41749954223633,52.599998474121094,96.23999786376953,134768000,95206000,34524800
2018-04-25,38.56277847290039,50.75728988647461,85.59880828857422,40.912498474121094,51.058998107910156,92.30999755859375,41.35499954223633,51.6245002746582,93.30000305175781,40.602500915527344,50.765499114990234,90.27999877929688,40.654998779296875,51.2760009765625,93.30000305175781,113528400,47822000,33729300
2018-04-26,38.697086334228516,51.69471740722656,87.40702056884766,41.05500030517578,52.00199890136719,94.26000213623047,41.432498931884766,52.39899826049805,95.1500015258789,40.842498779296875,50.90950012207031,93.0999984741211,41.029998779296875,51.47549819946289,93.55000305175781,111852000,41590000,42529000
2018-04-27,38.249385833740234,51.19816970825195,88.85358428955078,40.58000183105469,51.502498626708984,95.81999969482422,41.08250045776367,52.474998474121094,97.9000015258789,40.157501220703125,51.27949905395508,93.91000366210938,41.0,52.29999923706055,97.5999984741211,142623200,32396000,48272800
2018-04-30,38.94215393066406,50.5659294128418,86.72080993652344,41.314998626708984,50.86650085449219,93.5199966430664,41.814998626708984,51.849998474121094,96.4000015258789,40.459999084472656,50.842498779296875,93.1500015258789,40.532501220703125,51.5004997253418,96.33000183105469,169709600,33426000,41523600
2018-05-01,39.847023010253906,51.55902862548828,88.09321594238281,42.275001525878906,51.865501403808594,95.0,42.29999923706055,51.923500061035156,95.29000091552734,41.317501068115234,50.410499572753906,92.79000091552734,41.602500915527344,50.68299865722656,93.20999908447266,214277600,28558000,31408900
2018-05-02,41.60726547241211,50.91634750366211,86.71156311035156,44.14250183105469,51.21900177001953,93.51000213623047,44.4375,52.01945114135742,95.16999816894531,43.45000076293945,51.14350128173828,93.19000244140625,43.807498931884766,51.404998779296875,94.98999786376953,266157600,32062000,27471000
2018-05-03,41.682674407958984,50.883541107177734,87.23084259033203,44.22249984741211,51.18600082397461,94.06999969482422,44.375,51.48374938964844,94.93000030517578,43.61000061035156,50.31449890136719,92.44999694824219,43.970001220703125,50.95000076293945,92.95999908447266,136272800,36302000,31142500
2018-05-04,43.318016052246094,52.100807189941406,88.24156951904297,45.95750045776367,52.410499572753906,95.16000366210938,46.0625,52.425498962402344,95.37000274658203,44.54249954223633,50.845001220703125,92.91999816894531,44.5625,50.845001220703125,93.31999969482422,224805200,38774000,22531300
2018-05-07,43.631412506103516,52.427860260009766,89.2245101928711,46.290000915527344,52.739498138427734,96.22000122070312,46.91749954223633,53.08399963378906,96.70999908447266,46.1875,52.35499954223633,95.0999984741211,46.29499816894531,52.46149826049805,95.16999816894531,169805600,29322000,24242000
2018-05-08,43.84114456176758,52.384117126464844,88.84432983398438,46.51250076293945,52.695499420166016,95.80999755859375,46.55500030517578,53.02750015258789,96.16000366210938,45.91749954223633,52.35725021362305,95.05999755859375,46.247501373291016,52.926998138427734,95.8499984741211,113611200,24354000,23484600
2018-05-09,44.14984130859375,53.81809616088867,89.89216613769531,46.84000015258789,54.13800048828125,96.94000244140625,46.849998474121094,54.27199935913086,96.97000122070312,46.30500030517578,52.8182487487793,95.05000305175781,46.63750076293945,52.904998779296875,96.01000213623047,92844800,40656000,27327400
2018-05-10,44.781349182128906,54.554222106933594,90.79165649414062,47.5099983215332,54.878501892089844,97.91000366210938,47.592498779296875,55.02199935913086,97.94999694824219,46.912498474121094,54.28200149536133,97.05000305175781,46.935001373291016,54.30149841308594,97.45999908447266,111957200,28860000,22388100
2018-05-11,44.61104965209961,54.58851623535156,90.5969009399414,47.147499084472656,54.91299819946289,97.69999694824219,47.51499938964844,55.06650161743164,97.87000274658203,46.86249923706055,54.545501708984375,97.04000091552734,47.372501373291016,54.68000030517578,97.80000305175781,104848800,25074000,16778300
2018-05-14,44.5069580078125,54.68494415283203,90.90291595458984,47.037498474121094,55.0099983215332,98.02999877929688,47.38249969482422,55.537498474121094,98.69000244140625,46.96500015258789,54.955501556396484,97.30999755859375,47.252498626708984,55.0,97.91999816894531,83115200,30362000,19454100
2018-05-15,44.10247039794922,53.642635345458984,90.24454498291016,46.61000061035156,53.96149826049805,97.31999969482422,46.76750183105469,54.502498626708984,97.8499984741211,46.275001525878906,53.673500061035156,96.33999633789062,46.69499969482422,54.5,97.23999786376953,94780800,29898000,24594000
2018-05-16,44.5140495300293,53.768890380859375,90.47737121582031,47.04499816894531,54.0885009765625,97.1500015258789,47.1150016784668,54.4635009765625,97.4000015258789,46.5,53.8129997253418,96.62000274658203,46.51750183105469,53.865501403808594,97.36000061035156,76732400,21946000,17384700
2018-05-17,44.23256301879883,53.61083221435547,89.5739974975586,46.747501373291016,53.929500579833984,96.18000030517578,47.227500915527344,54.34349822998047,97.54000091552734,46.59000015258789,53.67499923706055,95.83000183105469,47.0,53.99449920654297,96.76000213623047,69176000,20876000,17246700
2018-05-18,44.071712493896484,53.00294494628906,89.74163055419922,46.57749938964844,53.31800079345703,96.36000061035156,46.95249938964844,53.49700164794922,96.93000030517578,46.532501220703125,53.034000396728516,96.01000213623047,46.79750061035156,53.09299850463867,96.01000213623047,73190800,31304000,17865800
2018-05-21,44.383949279785156,53.6600341796875,90.8964614868164,46.907501220703125,53.979000091552734,97.5999984741211,47.317501068115234,54.400001525878906,98.01000213623047,46.727500915527344,53.682498931884766,96.80000305175781,47.0,53.702999114990234,97.0,73603200,20464000,19422500
2018-05-22,44.27277374267578,53.170448303222656,90.8033218383789,46.790000915527344,53.48649978637695,97.5,47.220001220703125,54.329498291015625,98.16999816894531,46.69499969482422,53.33449935913086,97.19999694824219,47.095001220703125,54.178001403808594,97.68000030517578,60962800,21800000,15441200
2018-05-23,44.556644439697266,53.665504455566406,91.88365173339844,47.09000015258789,53.984500885009766,98.66000366210938,47.125,54.03900146484375,98.7300033569336,46.439998626708984,53.08549880981445,96.31999969482422,46.587501525878906,53.256500244140625,96.70999908447266,80233600,21214000,21251200
2018-05-24,44.5069580078125,53.64313888549805,91.55767059326172,47.037498474121094,53.96200180053711,98.30999755859375,47.209999084472656,54.02349853515625,98.94000244140625,46.5525016784668,53.307498931884766,96.80999755859375,47.192501068115234,53.95000076293945,98.7300033569336,92936000,15336000,26649300
