,MSFT
2018-07-18,78.39028134699454
2018-07-19,73.86648602648822
2018-07-20,74.84129617609136
2018-07-23,83.4333239157264
2018-07-24,81.53851313208085
2018-07-25,84.35758846392261
2018-07-26,76.5703901396632
2018-07-27,66.97730819407562
2018-07-30,58.4591463487285
2018-07-31,60.36401281955841
2018-08-01,55.8806961864993
2018-08-02,56.00449544033909
2018-08-03,58.8069795508828
2018-08-06,56.48038740305052
2018-08-07,61.23057556842208
2018-08-08,65.30366660763787
2018-08-09,61.37885778630036
2018-08-10,53.70237109274303
2018-08-13,51.91103452846445
2018-08-14,44.94826939488009
2018-08-15,42.60934757104806
2018-08-16,49.823628944633015
2018-08-17,62.15622568599566
2018-08-20,54.34544497722523
2018-08-21,48.46627968387131
2018-08-22,47.33540770291083
2018-08-23,47.499978144925464
2018-08-24,51.304369619797875
2018-08-27,53.33334275234962
2018-08-28,53.548409779696755
2018-08-29,59.45294167833369
2018-08-30,62.46830218369905
2018-08-31,68.03855586531898
2018-09-03,63.753755983434935
2018-09-04,73.03751422374188
2018-09-05,53.54461478550194
2018-09-06,54.76188835652951
2018-09-07,55.58331807454422
2018-09-10,63.84362473315757
2018-09-11,66.00305759840074
2018-09-12,65.9247869713661
2018-09-13,66.84092521317004
2018-09-14,64.90119187340412
2018-09-17,57.1104235811615
2018-09-18,54.748607774058144
2018-09-19,49.10522653868377
2018-09-20,54.010338658935346
2018-09-21,55.97522693291581
2018-09-24,59.284809329872544
2018-09-25,73.02934484541655
2018-09-26,69.90882992020448
2018-09-27,73.73660840249534
2018-09-28,70.91367214729269
2018-10-01,69.31918984097007
2018-10-02,65.22124562997851
2018-10-03,61.16598615249152
2018-10-04,47.59135317906396
2018-10-05,49.95639868431112
2018-10-08,39.89725132600005
2018-10-09,52.41798561482869
2018-10-10,26.56546251484508
2018-10-11,22.836677711179803
2018-10-12,36.305043229850206
2018-10-15,33.18605134581928
2018-10-16,43.605141754505695
2018-10-17,42.012078559058814
2018-10-18,38.41294099823104
2018-10-19,35.67010938506769
2018-10-22,38.852977590651456
2018-10-23,36.543584700666
2018-10-24,32.35591191970184
2018-10-25,44.52701566806048
2018-10-26,44.45078594728774
2018-10-29,38.557818146789934
2018-10-30,46.0513477895953
2018-10-31,51.33927699659722
2018-11-01,44.08043754078561
2018-11-02,47.525781980208144
2018-11-05,43.54898622111373
2018-11-06,44.45680649932912
2018-11-07,55.965517232307505
2018-11-08,55.31841245495899
2018-11-09,49.9008632361447
2018-11-12,48.04327710122752
2018-11-13,58.981345057844884
2018-11-14,42.33071593338704
2018-11-15,50.70546716448387
2018-11-16,60.787184981427
2018-11-19,51.84417690085202
2018-11-20,39.357264881061305
2018-11-21,44.25828071431329
2018-11-22,43.70614199429825
2018-11-23,40.31413002593057
2018-11-26,47.606281174301415
2018-11-27,39.307898183127776
2018-11-28,48.80274205779028
2018-11-29,51.237036349216716
2018-11-30,58.716382781128694
2018-12-03,60.644880894408445
2018-12-04,56.88250348263061
2018-12-05,52.64054021824354
2018-12-06,51.944687236132296
2018-12-07,50.41945648270999
2018-12-10,62.40505510063554
2018-12-11,61.75964594374941
2018-12-12,62.54728683562714
2018-12-13,63.22553177221769
2018-12-14,49.088644464516996
2018-12-17,42.01428052890255
2018-12-18,34.92197005068351
2018-12-19,35.90632981750329
2018-12-20,30.88835186741396
2018-12-21,23.966958018558742
2018-12-24,23.49908925011647
2018-12-25,23.49908925011647
2018-12-26,36.88847778411442
2018-12-27,43.758575218599404
2018-12-28,36.7549763679714
2018-12-31,37.1710626298928
2019-01-01,36.025304487202305
2019-01-02,34.54546792809745
2019-01-03,34.16514708768595
2019-01-04,48.32402435545085
2019-01-07,46.55109517207331
2019-01-08,48.41918454672738
2019-01-09,55.029144062084995
2019-01-10,60.81352138780611
2019-01-11,70.13471751561579
2019-01-14,67.77380822338107
2019-01-15,61.82883296159787
2019-01-16,61.314657741581925
2019-01-17,65.4781399762009
2019-01-18,66.2262286884849
2019-01-21,66.2262286884849
2019-01-22,61.12195354327948
2019-01-23,76.13702080629196
2019-01-24,65.48223743430779
2019-01-25,67.46412930450953
2019-01-28,57.13392229657467
2019-01-29,46.0060201242057
2019-01-30,57.15757267181469
2019-01-31,53.96207702170766
2019-02-01,51.70003773834325
2019-02-04,51.700037738343156
2019-02-05,54.074411957001054
2019-02-06,49.80459400375073
2019-02-07,44.504498250394015
2019-02-08,45.48672333349203
2019-02-11,48.97570188437704
2019-02-12,50.41666740252653
2019-02-13,51.44071956332614
2019-02-14,49.334655912066026
2019-02-15,58.043029463058076
2019-02-18,65.18986563841077
2019-02-19,56.397424004703176
2019-02-20,60.413470716823554
2019-02-21,74.25017692141117
2019-02-22,71.31213644602383
2019-02-25,69.14984099303793
2019-02-26,78.79890203418023
2019-02-27,83.10939388814094
2019-02-28,81.29920432051853
2019-03-01,85.54684997071934
2019-03-04,80.27058108099995
2019-03-05,76.14971228633638
2019-03-06,76.04723830003098
2019-03-07,61.60426070807266
2019-03-08,62.09080662846343
2019-03-11,69.84668433427383
2019-03-12,78.10597624350419
2019-03-13,75.12336566849439
2019-03-14,70.90065581049515
2019-03-15,73.07692307692315
2019-03-18,75.41461076346744
2019-03-19,77.02169410061612
2019-03-20,77.09768550213488
2019-03-21,81.18407048981518
2019-03-22,65.72552547828921
2019-03-25,69.50262185300241
2019-03-26,69.8966385345264
2019-03-27,70.9042922044775
2019-03-28,70.98036106440391
2019-03-29,68.26302012324804
2019-04-01,68.90752306714174
2019-04-02,67.28074663368278
2019-04-03,68.86393913615713
2019-04-04,62.73059884191012
2019-04-05,59.33975749377883
2019-04-08,59.20838073451596
2019-04-09,56.82170483034672
2019-04-10,49.86499218520374
2019-04-11,70.29697921938617
2019-04-12,70.33367472231501
2019-04-15,69.77325182518919
2019-04-16,78.24851938378791
2019-04-17,80.55548063177456
2019-04-18,81.90357935316152
2019-04-19,79.27316638394541
2019-04-22,79.8692135158668
2019-04-23,81.98824272665954
