,AAPL
2018-07-19,65.64957817858082
2018-07-20,60.6500244140625
2018-07-23,72.73802713194382
2018-07-24,74.80874403510688
2018-07-25,75.26825650462675
2018-07-26,68.70504353967146
2018-07-27,51.15605050036428
2018-07-30,48.78720483435732
2018-07-31,57.50775060773701
2018-08-01,71.71297040518355
2018-08-02,77.03702181440799
2018-08-03,78.58097442724683
2018-08-06,78.96119947411903
2018-08-07,76.66771378963543
2018-08-08,75.62518253040308
2018-08-09,77.96662839737812
2018-08-10,74.59824297759234
2018-08-13,74.55893117730122
2018-08-14,73.79658985556452
2018-08-15,75.64797300002637
2018-08-16,85.91639268736529
2018-08-17,90.34700927496995
2018-08-20,84.92921587759776
2018-08-21,76.82245239343196
2018-08-22,69.78301990888886
2018-08-23,69.53120653837657
2018-08-24,68.8663693415103
2018-08-27,79.0972157881057
2018-08-28,80.77108451909986
2018-08-29,82.22115599865823
2018-08-30,88.7510778454444
2018-08-31,89.34561374313547
2018-09-03,88.93725560042215
2018-09-04,89.05169306698868
2018-09-05,81.35117501768775
2018-09-06,63.06818551268278
2018-09-07,64.03844037706781
2018-09-10,57.044984336056615
2018-09-11,65.2460202107574
2018-09-12,58.94231150136228
2018-09-13,64.28770754848611
2018-09-14,58.046908493059455
2018-09-17,47.772892757900976
2018-09-18,43.7533079476005
2018-09-19,40.75512813235245
2018-09-20,39.16760402992255
2018-09-21,36.68891042006713
2018-09-24,40.50186704895988
2018-09-25,44.11469426758926
2018-09-26,46.45126016360366
2018-09-27,54.50727929959541
2018-09-28,59.67110954624317
2018-10-01,54.96938234115574
2018-10-02,62.2354611657992
2018-10-03,59.129038164692545
2018-10-04,56.38266665102144
2018-10-05,60.595016809880626
2018-10-08,59.092400712511605
2018-10-09,62.73217309260593
2018-10-10,45.654749537954565
2018-10-11,46.1575216835882
2018-10-12,51.425493306897955
2018-10-15,45.1359507145814
2018-10-16,51.64229712139907
2018-10-17,46.17108430964222
2018-10-18,40.91248619061967
2018-10-19,42.80543063904931
2018-10-22,42.09271710578928
2018-10-23,41.32935686689802
2018-10-24,38.766965845751145
2018-10-25,46.157801521231484
2018-10-26,43.91792502243722
2018-10-29,38.27160946881929
2018-10-30,47.1088449104483
2018-10-31,53.897830537550874
2018-11-01,50.10522351787223
2018-11-02,42.065525075546475
2018-11-05,33.77525070080628
2018-11-06,36.512854076315215
2018-11-07,45.372764397676775
2018-11-08,41.5150619529385
2018-11-09,37.823606200157464
2018-11-12,30.873294831427785
2018-11-13,33.42517518508693
2018-11-14,26.32031898055162
2018-11-15,32.419832073550864
2018-11-16,36.41248423978531
2018-11-19,31.81817814163054
2018-11-20,23.419646146390633
2018-11-21,19.955034795368363
2018-11-22,24.78646338654444
